transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,notes,year,month,day,weekday,lag_1,lag_2,lag_3,rolling_mean_3,user_transaction_count,target
T6405,U073,2021-08-24,Expense,Rent,1891.0,Card,Delhi,Electricity bill,2021,8,24,1,2585.0,25045.0,7485.0,11705.0,9,7998.0
T1566,U073,2021-11-16,Expense,Utilities,7998.0,Upi,Hyderabad,No Notes,2021,11,16,1,1891.0,2585.0,25045.0,9840.333333333334,10,1013.0
T2498,U073,2021-12-14,Expense,Travel,1013.0,Cash,Hyderabad,Grocery shopping,2021,12,14,1,7998.0,1891.0,2585.0,4158.0,11,4223.0
T10446,U073,2022-01-22,Expense,Food,4223.0,Bank_Transfer,Lucknow,Gym membership,2022,1,22,5,1013.0,7998.0,1891.0,3634.0,12,9159.0
T11776,U073,2022-02-19,Expense,Travel,9159.0,Card,Chennai,xyz123,2022,2,19,5,4223.0,1013.0,7998.0,4411.333333333333,13,2182.0
T9951,U073,2022-03-15,Expense,Health,2182.0,Upi,Unknown,Restaurant dinner,2022,3,15,1,9159.0,4223.0,1013.0,4798.333333333333,14,396.0
T10010,U073,2022-05-09,Expense,Utilities,396.0,Card,Delhi,Movie tickets,2022,5,9,0,2182.0,9159.0,4223.0,5188.0,15,8437.0
T0322,U073,2022-05-30,Expense,Rent,8437.0,Bank_Transfer,Chennai,asdfgh,2022,5,30,0,396.0,2182.0,9159.0,3912.3333333333335,16,29405.0
T8984,U073,2022-09-22,Expense,Rent,29405.0,Bank_Transfer,Ahmedabad,Electricity bill,2022,9,22,3,8437.0,396.0,2182.0,3671.6666666666665,17,2083.0
T13829,U073,2022-10-27,Expense,Travel,2083.0,Upi,Hyderabad,No Notes,2022,10,27,3,29405.0,8437.0,396.0,12746.0,18,7304.0
T11503,U073,2023-03-17,Expense,Utilities,7304.0,Bank_Transfer,Kolkata,xyz123,2023,3,17,4,2083.0,29405.0,8437.0,13308.333333333334,19,221.0
T10546,U073,2023-07-28,Expense,Food,221.0,Upi,Unknown,No Notes,2023,7,28,4,7304.0,2083.0,29405.0,12930.666666666666,20,32845.0
T7987,U073,2023-08-02,Income,Investment,32845.0,Card,Chennai,No Notes,2023,8,2,2,221.0,7304.0,2083.0,3202.6666666666665,21,4130.0
T10020,U073,2023-08-31,Expense,Education,4130.0,Upi,Delhi,Electricity bill,2023,8,31,3,32845.0,221.0,7304.0,13456.666666666666,22,8134.0
T11505,U073,2023-10-04,Expense,Entertainment,8134.0,Bank_Transfer,Ahmedabad,EMI payment,2023,10,4,2,4130.0,32845.0,221.0,12398.666666666666,23,7685.0
T5118,U073,2023-10-29,Expense,Food,7685.0,Upi,Jaipur,No Notes,2023,10,29,6,8134.0,4130.0,32845.0,15036.333333333334,24,4222.0
T11691,U073,2023-10-31,Expense,Travel,4222.0,Cash,Pune,EMI payment,2023,10,31,1,7685.0,8134.0,4130.0,6649.666666666667,25,6555.0
T4319,U073,2023-11-24,Expense,Utilities,6555.0,Cash,Chennai,EMI payment,2023,11,24,4,4222.0,7685.0,8134.0,6680.333333333333,26,2362.0
T11187,U073,2023-12-28,Expense,Food,2362.0,Upi,Ahmedabad,!!!,2023,12,28,3,6555.0,4222.0,7685.0,6154.0,27,6523.0
T10003,U073,2024-03-30,Expense,Others,6523.0,Cash,Kolkata,Books,2024,3,30,5,2362.0,6555.0,4222.0,4379.666666666667,28,2575.0
T0507,U073,2024-06-14,Expense,Health,2575.0,Bank_Transfer,Kolkata,ATM withdrawal,2024,6,14,4,6523.0,2362.0,6555.0,5146.666666666667,29,2126.0
T2037,U073,2024-06-26,Expense,Health,2126.0,Bank_Transfer,Mumbai,...,2024,6,26,2,2575.0,6523.0,2362.0,3820.0,30,8012.0
T7926,U073,2024-07-31,Expense,Travel,8012.0,Card,Mumbai,Internet bill,2024,7,31,2,2126.0,2575.0,6523.0,3741.3333333333335,31,9811.0
T5060,U074,2021-04-16,Expense,Utilities,6224.0,Upi,Hyderabad,Fixed deposit,2021,4,16,4,8870.0,9917.0,69344.0,29377.0,3,2830.0
T11463,U074,2021-04-26,Expense,Utilities,2830.0,Bank_Transfer,Bangalore,Monthly rent payment,2021,4,26,0,6224.0,8870.0,9917.0,8337.0,4,3599.0
T2285,U074,2021-05-01,Expense,Travel,3599.0,Cash,Lucknow,Grocery shopping,2021,5,1,5,2830.0,6224.0,8870.0,5974.666666666667,5,1589.0
T10411,U074,2021-06-16,Expense,Utilities,1589.0,Upi,Bangalore,No Notes,2021,6,16,2,3599.0,2830.0,6224.0,4217.666666666667,6,4406.0
T5138,U074,2021-07-30,Expense,Entertainment,4406.0,Bank_Transfer,Delhi,Medicine,2021,7,30,4,1589.0,3599.0,2830.0,2672.6666666666665,7,162.0
T6462,U074,2021-11-28,Expense,Others,162.0,Card,Unknown,ATM withdrawal,2021,11,28,6,4406.0,1589.0,3599.0,3198.0,8,2622.0
T12219,U074,2022-01-14,Expense,Food,2622.0,Upi,Mumbai,No Notes,2022,1,14,4,162.0,4406.0,1589.0,2052.3333333333335,9,70687.0
T2358,U074,2022-03-15,Income,Bonus,70687.0,Unknown,Ahmedabad,No Notes,2022,3,15,1,2622.0,162.0,4406.0,2396.6666666666665,10,4980.0
T13180,U074,2022-10-07,Expense,Rent,4980.0,Upi,Unknown,Restaurant dinner,2022,10,7,4,70687.0,2622.0,162.0,24490.333333333332,11,983.0
T2018,U074,2022-10-27,Expense,Food,983.0,Card,Bangalore,...,2022,10,27,3,4980.0,70687.0,2622.0,26096.333333333332,12,3201.0
T11380,U074,2022-11-06,Expense,Education,3201.0,Bank_Transfer,Ahmedabad,Monthly rent payment,2022,11,6,6,983.0,4980.0,70687.0,25550.0,13,8150.0
T7307,U074,2023-01-02,Expense,Travel,8150.0,Upi,Unknown,Coffee,2023,1,2,0,3201.0,983.0,4980.0,3054.6666666666665,14,8520.0
T11571,U074,2023-01-05,Expense,Entertainment,8520.0,Bank_Transfer,Pune,Books,2023,1,5,3,8150.0,3201.0,983.0,4111.333333333333,15,92.0
T11894,U074,2023-01-17,Expense,Food,92.0,Upi,Ahmedabad,xyz123,2023,1,17,1,8520.0,8150.0,3201.0,6623.666666666667,16,2050.0
T7185,U074,2023-02-11,Expense,Food,2050.0,Bank_Transfer,Unknown,No Notes,2023,2,11,5,92.0,8520.0,8150.0,5587.333333333333,17,3409.0
T4141,U074,2023-02-18,Expense,Food,3409.0,Upi,Jaipur,Gym membership,2023,2,18,5,2050.0,92.0,8520.0,3554.0,18,4433.0
T1101,U074,2023-03-26,Expense,Rent,4433.0,Card,Delhi,Monthly rent payment,2023,3,26,6,3409.0,2050.0,92.0,1850.3333333333333,19,44674.0
T13691,U074,2023-04-24,Expense,Rent,44674.0,Card,Kolkata,Medicine,2023,4,24,0,4433.0,3409.0,2050.0,3297.3333333333335,20,7288.0
T6442,U074,2023-06-10,Expense,Savings,7288.0,Upi,Bangalore,Shopping,2023,6,10,5,44674.0,4433.0,3409.0,17505.333333333332,21,28444.0
T9141,U074,2023-09-03,Income,Bonus,28444.0,Upi,Unknown,Online course,2023,9,3,6,7288.0,44674.0,4433.0,18798.333333333332,22,7877.0
T13407,U074,2023-09-08,Expense,Entertainment,7877.0,Card,Delhi,Petrol,2023,9,8,4,28444.0,7288.0,44674.0,26802.0,23,6073.0
T9030,U074,2023-10-21,Expense,Travel,6073.0,Cash,Chennai,Train ticket,2023,10,21,5,7877.0,28444.0,7288.0,14536.333333333334,24,8845.0
T9087,U074,2023-11-03,Expense,Food,8845.0,Bank_Transfer,Pune,No Notes,2023,11,3,4,6073.0,7877.0,28444.0,14131.333333333334,25,3432.0
T6496,U074,2023-11-26,Expense,Entertainment,3432.0,Card,Mumbai,Internet bill,2023,11,26,6,8845.0,6073.0,7877.0,7598.333333333333,26,2857.0
T12832,U074,2023-12-20,Expense,Food,2857.0,Upi,Jaipur,Fixed deposit,2023,12,20,2,3432.0,8845.0,6073.0,6116.666666666667,27,4198.0
T9760,U074,2024-01-31,Expense,Rent,4198.0,Upi,Kolkata,No Notes,2024,1,31,2,2857.0,3432.0,8845.0,5044.666666666667,28,9189.0
T0706,U074,2024-03-13,Expense,Travel,9189.0,Cash,Delhi,Gym membership,2024,3,13,2,4198.0,2857.0,3432.0,3495.6666666666665,29,6242.0
T11555,U074,2024-03-25,Expense,Utilities,6242.0,Upi,Unknown,Restaurant dinner,2024,3,25,0,9189.0,4198.0,2857.0,5414.666666666667,30,1941.0
T9920,U074,2024-03-30,Expense,Food,1941.0,Bank_Transfer,Chennai,Shopping,2024,3,30,5,6242.0,9189.0,4198.0,6543.0,31,805.0
T4826,U074,2024-04-07,Expense,Food,805.0,Cash,Bangalore,Shopping,2024,4,7,6,1941.0,6242.0,9189.0,5790.666666666667,32,999999.0
T7961,U074,2024-04-11,Expense,Health,999999.0,Bank_Transfer,Ahmedabad,No Notes,2024,4,11,3,805.0,1941.0,6242.0,2996.0,33,3559.0
T6772,U074,2024-05-07,Expense,Food,3559.0,Cash,Bangalore,Books,2024,5,7,1,999999.0,805.0,1941.0,334248.3333333333,34,3193.0
T11531,U074,2024-06-29,Expense,Travel,3193.0,Unknown,Delhi,Train ticket,2024,6,29,5,3559.0,999999.0,805.0,334787.6666666667,35,46237.0
T5853,U074,2024-07-27,Expense,Rent,46237.0,Card,Kolkata,Fixed deposit,2024,7,27,5,3193.0,3559.0,999999.0,335583.6666666667,36,2578.0
T13423,U074,2024-07-28,Expense,Rent,2578.0,Upi,Mumbai,Online course,2024,7,28,6,46237.0,3193.0,3559.0,17663.0,37,2115.0
T5312,U074,2024-08-01,Expense,Food,2115.0,Bank_Transfer,Kolkata,Coffee,2024,8,1,3,2578.0,46237.0,3193.0,17336.0,38,1434.0
T13098,U074,2024-08-13,Expense,Travel,1434.0,Upi,Kolkata,Train ticket,2024,8,13,1,2115.0,2578.0,46237.0,16976.666666666668,39,7517.0
T11190,U075,2021-05-13,Expense,Savings,8631.0,Cash,Lucknow,No Notes,2021,5,13,3,1810.0,7555.0,3210.0,4191.666666666667,3,5160.0
T9300,U075,2021-06-17,Expense,Rent,5160.0,Cash,Jaipur,No Notes,2021,6,17,3,8631.0,1810.0,7555.0,5998.666666666667,4,9400.0
T1911,U075,2021-06-22,Expense,Food,9400.0,Cash,Kolkata,Train ticket,2021,6,22,1,5160.0,8631.0,1810.0,5200.333333333333,5,3426.0
T10657,U075,2021-07-02,Expense,Food,3426.0,Bank_Transfer,Bangalore,!!!,2021,7,2,4,9400.0,5160.0,8631.0,7730.333333333333,6,2104.0
T9586,U075,2021-08-02,Expense,Utilities,2104.0,Bank_Transfer,Bangalore,Books,2021,8,2,0,3426.0,9400.0,5160.0,5995.333333333333,7,7235.0
T5253,U075,2021-08-07,Expense,Food,7235.0,Card,Bangalore,test,2021,8,7,5,2104.0,3426.0,9400.0,4976.666666666667,8,17842.0
T7215,U075,2021-08-18,Income,Investment,17842.0,Card,Ahmedabad,Gym membership,2021,8,18,2,7235.0,2104.0,3426.0,4255.0,9,46896.0
T5130,U075,2021-09-10,Expense,Rent,46896.0,Upi,Delhi,Lunch,2021,9,10,4,17842.0,7235.0,2104.0,9060.333333333334,10,1630.0
T12652,U075,2021-10-27,Expense,Entertainment,1630.0,Upi,Ahmedabad,Monthly rent payment,2021,10,27,2,46896.0,17842.0,7235.0,23991.0,11,26827.0
T4139,U075,2021-11-08,Income,Freelance,26827.0,Card,Chennai,misc,2021,11,8,0,1630.0,46896.0,17842.0,22122.666666666668,12,56061.0
T0413,U075,2021-12-09,Income,Bonus,56061.0,Upi,Jaipur,Doctor consultation,2021,12,9,3,26827.0,1630.0,46896.0,25117.666666666668,13,2647.0
T12554,U075,2022-03-20,Expense,Entertainment,2647.0,Cash,Bangalore,!!!,2022,3,20,6,56061.0,26827.0,1630.0,28172.666666666668,14,1104.0
T3754,U075,2022-03-22,Expense,Utilities,1104.0,Upi,Unknown,Fixed deposit,2022,3,22,1,2647.0,56061.0,26827.0,28511.666666666668,15,1322.0
T1118,U075,2022-03-28,Expense,Entertainment,1322.0,Card,Delhi,xyz123,2022,3,28,0,1104.0,2647.0,56061.0,19937.333333333332,16,1935.0
T2637,U075,2022-03-29,Expense,Food,1935.0,Cash,Bangalore,No Notes,2022,3,29,1,1322.0,1104.0,2647.0,1691.0,17,999999.0
T10512,U075,2022-05-16,Expense,Education,999999.0,Bank_Transfer,Pune,Shopping,2022,5,16,0,1935.0,1322.0,1104.0,1453.6666666666667,18,8084.0
T1070,U075,2022-05-20,Expense,Utilities,8084.0,Cash,Chennai,test,2022,5,20,4,999999.0,1935.0,1322.0,334418.6666666667,19,6641.0
T5283,U075,2022-06-24,Expense,Travel,6641.0,Card,Ahmedabad,Fixed deposit,2022,6,24,4,8084.0,999999.0,1935.0,336672.6666666667,20,8890.0
T6550,U075,2022-07-09,Expense,Travel,8890.0,Cash,Jaipur,Restaurant dinner,2022,7,9,5,6641.0,8084.0,999999.0,338241.3333333333,21,4923.0
T2577,U075,2022-07-13,Expense,Utilities,4923.0,Bank_Transfer,Mumbai,No Notes,2022,7,13,2,8890.0,6641.0,8084.0,7871.666666666667,22,39709.0
T2712,U075,2022-09-01,Income,Freelance,39709.0,Cash,Delhi,!!!,2022,9,1,3,4923.0,8890.0,6641.0,6818.0,23,7317.0
T12907,U075,2023-02-10,Expense,Entertainment,7317.0,Cash,Mumbai,Electricity bill,2023,2,10,4,39709.0,4923.0,8890.0,17840.666666666668,24,709.0
T3179,U075,2023-03-03,Expense,Food,709.0,Bank_Transfer,Ahmedabad,misc,2023,3,3,4,7317.0,39709.0,4923.0,17316.333333333332,25,503.0
T12018,U075,2023-04-06,Expense,Travel,503.0,Card,Chennai,...,2023,4,6,3,709.0,7317.0,39709.0,15911.666666666666,26,8795.0
T13342,U075,2023-04-15,Expense,Education,8795.0,Cash,Mumbai,Electricity bill,2023,4,15,5,503.0,709.0,7317.0,2843.0,27,7924.0
T13393,U075,2023-08-01,Expense,Savings,7924.0,Cash,Delhi,Coffee,2023,8,1,1,8795.0,503.0,709.0,3335.6666666666665,28,13975.0
T13982,U075,2023-10-18,Income,Investment,13975.0,Upi,Kolkata,Petrol,2023,10,18,2,7924.0,8795.0,503.0,5740.666666666667,29,1318.0
T2121,U075,2023-10-23,Expense,Food,1318.0,Bank_Transfer,Mumbai,!!!,2023,10,23,0,13975.0,7924.0,8795.0,10231.333333333334,30,74161.0
T8646,U075,2023-11-20,Income,Bonus,74161.0,Cash,Pune,Restaurant dinner,2023,11,20,0,1318.0,13975.0,7924.0,7739.0,31,5756.0
T12648,U075,2023-11-27,Expense,Food,5756.0,Card,Chennai,Medicine,2023,11,27,0,74161.0,1318.0,13975.0,29818.0,32,6332.0
T9745,U075,2024-01-01,Expense,Travel,6332.0,Cash,Bangalore,Internet bill,2024,1,1,0,5756.0,74161.0,1318.0,27078.333333333332,33,2062.0
T2556,U075,2024-01-20,Expense,Food,2062.0,Upi,Lucknow,Uber ride,2024,1,20,5,6332.0,5756.0,74161.0,28749.666666666668,34,38623.0
T5129,U075,2024-02-10,Income,Bonus,38623.0,Cash,Hyderabad,...,2024,2,10,5,2062.0,6332.0,5756.0,4716.666666666667,35,2412.0
T6655,U075,2024-03-01,Expense,Food,2412.0,Upi,Hyderabad,Online course,2024,3,1,4,38623.0,2062.0,6332.0,15672.333333333334,36,174.0
T5651,U075,2024-03-11,Expense,Food,174.0,Upi,Unknown,Petrol,2024,3,11,0,2412.0,38623.0,2062.0,14365.666666666666,37,17794.0
T1055,U075,2024-05-20,Expense,Rent,17794.0,Cash,Jaipur,Train ticket,2024,5,20,0,174.0,2412.0,38623.0,13736.333333333334,38,67153.0
T10977,U075,2024-06-17,Income,Others,67153.0,Bank_Transfer,Pune,EMI payment,2024,6,17,0,17794.0,174.0,2412.0,6793.333333333333,39,946934.0
T7624,U075,2024-07-24,Income,Others,946934.0,Bank_Transfer,Jaipur,Fixed deposit,2024,7,24,2,67153.0,17794.0,174.0,28373.666666666668,40,8609.0
T3399,U075,2024-09-04,Expense,Rent,8609.0,Unknown,Pune,Doctor consultation,2024,9,4,2,946934.0,67153.0,17794.0,343960.3333333333,41,5381.0
T0206,U075,2024-10-09,Expense,Entertainment,5381.0,Bank_Transfer,Pune,Grocery shopping,2024,10,9,2,8609.0,946934.0,67153.0,340898.6666666667,42,5286.0
T4994,U076,2021-05-31,Expense,Travel,6996.0,Upi,Pune,Movie tickets,2021,5,31,0,69656.0,6196.0,50568.0,42140.0,3,3695.0
T8922,U076,2021-06-26,Expense,Food,3695.0,Cash,Bangalore,test,2021,6,26,5,6996.0,69656.0,6196.0,27616.0,4,8144.0
T6880,U076,2021-07-16,Expense,Utilities,8144.0,Card,Bangalore,xyz123,2021,7,16,4,3695.0,6996.0,69656.0,26782.333333333332,5,5217.0
T9334,U076,2021-08-25,Expense,Entertainment,5217.0,Upi,Pune,Petrol,2021,8,25,2,8144.0,3695.0,6996.0,6278.333333333333,6,2093.0
T12419,U076,2021-12-25,Expense,Utilities,2093.0,Bank_Transfer,Unknown,Train ticket,2021,12,25,5,5217.0,8144.0,3695.0,5685.333333333333,7,78908.0
T5185,U076,2022-01-19,Income,Salary,78908.0,Bank_Transfer,Hyderabad,Gym membership,2022,1,19,2,2093.0,5217.0,8144.0,5151.333333333333,8,179.0
T8648,U076,2022-03-09,Expense,Food,179.0,Upi,Hyderabad,Coffee,2022,3,9,2,78908.0,2093.0,5217.0,28739.333333333332,9,2678.0
T7069,U076,2022-05-13,Expense,Travel,2678.0,Unknown,Unknown,Lunch,2022,5,13,4,179.0,78908.0,2093.0,27060.0,10,2407.0
T12348,U076,2022-05-29,Expense,Food,2407.0,Bank_Transfer,Hyderabad,Movie tickets,2022,5,29,6,2678.0,179.0,78908.0,27255.0,11,5718.0
T1048,U076,2022-06-01,Expense,Travel,5718.0,Upi,Mumbai,xyz123,2022,6,1,2,2407.0,2678.0,179.0,1754.6666666666667,12,2236.0
T7155,U076,2022-09-07,Expense,Food,2236.0,Cash,Chennai,No Notes,2022,9,7,2,5718.0,2407.0,2678.0,3601.0,13,3742.0
T1170,U076,2022-10-14,Expense,Entertainment,3742.0,Cash,Hyderabad,Lunch,2022,10,14,4,2236.0,5718.0,2407.0,3453.6666666666665,14,3528.0
T10237,U076,2022-11-02,Expense,Food,3528.0,Upi,Jaipur,misc,2022,11,2,2,3742.0,2236.0,5718.0,3898.6666666666665,15,51548.0
T5025,U076,2022-11-14,Income,Others,51548.0,Card,Bangalore,test,2022,11,14,0,3528.0,3742.0,2236.0,3168.6666666666665,16,8369.0
T0679,U076,2022-12-13,Expense,Utilities,8369.0,Card,Chennai,Monthly rent payment,2022,12,13,1,51548.0,3528.0,3742.0,19606.0,17,7169.0
T4123,U076,2022-12-24,Expense,Rent,7169.0,Upi,Unknown,Monthly rent payment,2022,12,24,5,8369.0,51548.0,3528.0,21148.333333333332,18,3785.0
T3825,U076,2023-01-03,Expense,Travel,3785.0,Cash,Bangalore,Grocery shopping,2023,1,3,1,7169.0,8369.0,51548.0,22362.0,19,307.0
T9910,U076,2023-01-15,Expense,Food,307.0,Upi,Lucknow,asdfgh,2023,1,15,6,3785.0,7169.0,8369.0,6441.0,20,5485.0
T0450,U076,2023-02-09,Expense,Health,5485.0,Cash,Pune,ATM withdrawal,2023,2,9,3,307.0,3785.0,7169.0,3753.6666666666665,21,2196.0
T1840,U076,2023-06-16,Expense,Entertainment,2196.0,Cash,Kolkata,Fixed deposit,2023,6,16,4,5485.0,307.0,3785.0,3192.3333333333335,22,9124.0
T6986,U076,2023-08-16,Expense,Travel,9124.0,Card,Hyderabad,Lunch,2023,8,16,2,2196.0,5485.0,307.0,2662.6666666666665,23,6170.0
T12133,U076,2023-08-16,Expense,Utilities,6170.0,Card,Hyderabad,No Notes,2023,8,16,2,9124.0,2196.0,5485.0,5601.666666666667,24,4217.0
T4367,U076,2023-08-23,Expense,Travel,4217.0,Card,Pune,asdfgh,2023,8,23,2,6170.0,9124.0,2196.0,5830.0,25,3602.0
T9542,U076,2023-12-31,Expense,Food,3602.0,Upi,Hyderabad,Movie tickets,2023,12,31,6,4217.0,6170.0,9124.0,6503.666666666667,26,34284.0
T6268,U076,2024-01-12,Expense,Rent,34284.0,Cash,Unknown,!!!,2024,1,12,4,3602.0,4217.0,6170.0,4663.0,27,7712.0
T0385,U076,2024-02-03,Expense,Food,7712.0,Upi,Mumbai,Restaurant dinner,2024,2,3,5,34284.0,3602.0,4217.0,14034.333333333334,28,1503.0
T11047,U076,2024-07-30,Expense,Entertainment,1503.0,Upi,Mumbai,Internet bill,2024,7,30,1,7712.0,34284.0,3602.0,15199.333333333334,29,3459.0
T5460,U076,2024-09-11,Expense,Health,3459.0,Cash,Unknown,No Notes,2024,9,11,2,1503.0,7712.0,34284.0,14499.666666666666,30,5210.0
T13511,U076,2024-09-26,Expense,Savings,5210.0,Card,Ahmedabad,Uber ride,2024,9,26,3,3459.0,1503.0,7712.0,4224.666666666667,31,266.0
T12449,U076,2024-10-21,Expense,Rent,266.0,Upi,Chennai,xyz123,2024,10,21,0,5210.0,3459.0,1503.0,3390.6666666666665,32,49775.0
T7399,U076,2024-11-30,Expense,Rent,49775.0,Card,Unknown,Gym membership,2024,11,30,5,266.0,5210.0,3459.0,2978.3333333333335,33,8335.0
T10987,U076,2024-12-09,Expense,Education,8335.0,Cash,Mumbai,Internet bill,2024,12,9,0,49775.0,266.0,5210.0,18417.0,34,1526.0
T0465,U076,2024-12-29,Expense,Savings,1526.0,Bank_Transfer,Delhi,No Notes,2024,12,29,6,8335.0,49775.0,266.0,19458.666666666668,35,3241.0
T7408,U077,2021-02-20,Expense,Travel,780.0,Card,Delhi,Online course,2021,2,20,5,3661.0,49741.0,5725.0,19709.0,3,5033.0
T12020,U077,2021-04-24,Expense,Entertainment,5033.0,Bank_Transfer,Kolkata,!!!,2021,4,24,5,780.0,3661.0,49741.0,18060.666666666668,4,7738.0
T9492,U077,2021-05-14,Expense,Entertainment,7738.0,Upi,Chennai,asdfgh,2021,5,14,4,5033.0,780.0,3661.0,3158.0,5,13777.0
T8208,U077,2021-08-10,Income,Salary,13777.0,Cash,Hyderabad,Petrol,2021,8,10,1,7738.0,5033.0,780.0,4517.0,6,30015.0
T3187,U077,2021-11-12,Expense,Rent,30015.0,Bank_Transfer,Delhi,No Notes,2021,11,12,4,13777.0,7738.0,5033.0,8849.333333333334,7,79785.0
T4490,U077,2021-11-14,Income,Investment,79785.0,Cash,Unknown,No Notes,2021,11,14,6,30015.0,13777.0,7738.0,17176.666666666668,8,2222.0
T9196,U077,2021-12-08,Expense,Food,2222.0,Cash,Pune,test,2021,12,8,2,79785.0,30015.0,13777.0,41192.333333333336,9,513.0
T12198,U077,2021-12-16,Expense,Utilities,513.0,Cash,Chennai,No Notes,2021,12,16,3,2222.0,79785.0,30015.0,37340.666666666664,10,3302.0
T4682,U077,2021-12-28,Expense,Food,3302.0,Card,Chennai,Grocery shopping,2021,12,28,1,513.0,2222.0,79785.0,27506.666666666668,11,1462.0
T1081,U077,2022-01-15,Expense,Food,1462.0,Cash,Pune,...,2022,1,15,5,3302.0,513.0,2222.0,2012.3333333333333,12,5609.0
T12600,U077,2022-03-05,Expense,Entertainment,5609.0,Upi,Mumbai,Movie tickets,2022,3,5,5,1462.0,3302.0,513.0,1759.0,13,9354.0
T10775,U077,2022-05-28,Expense,Entertainment,9354.0,Upi,Ahmedabad,misc,2022,5,28,5,5609.0,1462.0,3302.0,3457.6666666666665,14,4138.0
T12080,U077,2022-06-06,Expense,Rent,4138.0,Bank_Transfer,Lucknow,Fixed deposit,2022,6,6,0,9354.0,5609.0,1462.0,5475.0,15,6739.0
T9891,U077,2022-06-08,Expense,Utilities,6739.0,Bank_Transfer,Chennai,Online course,2022,6,8,2,4138.0,9354.0,5609.0,6367.0,16,2747.0
T7619,U077,2022-07-04,Expense,Travel,2747.0,Card,Delhi,!!!,2022,7,4,0,6739.0,4138.0,9354.0,6743.666666666667,17,2838.0
T5431,U077,2022-08-30,Expense,Rent,2838.0,Bank_Transfer,Delhi,Train ticket,2022,8,30,1,2747.0,6739.0,4138.0,4541.333333333333,18,2229.0
T4310,U077,2022-09-24,Expense,Utilities,2229.0,Upi,Unknown,!!!,2022,9,24,5,2838.0,2747.0,6739.0,4108.0,19,8886.0
T5537,U077,2022-10-27,Expense,Utilities,8886.0,Upi,Kolkata,misc,2022,10,27,3,2229.0,2838.0,2747.0,2604.6666666666665,20,5991.0
T1977,U077,2022-12-06,Expense,Savings,5991.0,Upi,Hyderabad,No Notes,2022,12,6,1,8886.0,2229.0,2838.0,4651.0,21,8285.0
T3837,U077,2023-02-05,Expense,Travel,8285.0,Cash,Chennai,Restaurant dinner,2023,2,5,6,5991.0,8886.0,2229.0,5702.0,22,18358.0
T12206,U077,2023-02-10,Expense,Rent,18358.0,Card,Mumbai,Shopping,2023,2,10,4,8285.0,5991.0,8886.0,7720.666666666667,23,3153.0
T2054,U077,2023-03-02,Expense,Food,3153.0,Card,Chennai,Movie tickets,2023,3,2,3,18358.0,8285.0,5991.0,10878.0,24,2000.0
T11869,U077,2023-05-16,Expense,Food,2000.0,Card,Mumbai,Electricity bill,2023,5,16,1,3153.0,18358.0,8285.0,9932.0,25,3230.0
T2482,U077,2023-05-23,Expense,Food,3230.0,Unknown,Mumbai,Grocery shopping,2023,5,23,1,2000.0,3153.0,18358.0,7837.0,26,3427.0
T12269,U077,2023-06-02,Expense,Rent,3427.0,Upi,Jaipur,Electricity bill,2023,6,2,4,3230.0,2000.0,3153.0,2794.3333333333335,27,42030.0
T7483,U077,2023-06-09,Income,Freelance,42030.0,Upi,Jaipur,Monthly rent payment,2023,6,9,4,3427.0,3230.0,2000.0,2885.6666666666665,28,9934.0
T6693,U077,2023-07-07,Expense,Travel,9934.0,Cash,Mumbai,EMI payment,2023,7,7,4,42030.0,3427.0,3230.0,16229.0,29,1705.0
T2421,U077,2023-07-24,Expense,Utilities,1705.0,Bank_Transfer,Unknown,Fixed deposit,2023,7,24,0,9934.0,42030.0,3427.0,18463.666666666668,30,8341.0
T11575,U077,2023-08-26,Expense,Utilities,8341.0,Card,Hyderabad,...,2023,8,26,5,1705.0,9934.0,42030.0,17889.666666666668,31,8457.0
T6668,U077,2023-09-15,Expense,Travel,8457.0,Cash,Chennai,Train ticket,2023,9,15,4,8341.0,1705.0,9934.0,6660.0,32,1200.0
T5059,U077,2023-09-16,Expense,Food,1200.0,Bank_Transfer,Pune,ATM withdrawal,2023,9,16,5,8457.0,8341.0,1705.0,6167.666666666667,33,10693.0
T7973,U077,2023-10-06,Income,Others,10693.0,Bank_Transfer,Ahmedabad,EMI payment,2023,10,6,4,1200.0,8457.0,8341.0,5999.333333333333,34,3391.0
T1912,U077,2023-11-02,Expense,Food,3391.0,Upi,Lucknow,asdfgh,2023,11,2,3,10693.0,1200.0,8457.0,6783.333333333333,35,731.0
T11268,U077,2023-11-04,Expense,Food,731.0,Upi,Bangalore,!!!,2023,11,4,5,3391.0,10693.0,1200.0,5094.666666666667,36,3607.0
T10557,U077,2023-11-17,Expense,Travel,3607.0,Cash,Delhi,Coffee,2023,11,17,4,731.0,3391.0,10693.0,4938.333333333333,37,6565.0
T3137,U077,2023-12-01,Expense,Health,6565.0,Card,Pune,...,2023,12,1,4,3607.0,731.0,3391.0,2576.3333333333335,38,7560.0
T10360,U077,2024-01-07,Expense,Rent,7560.0,Card,Mumbai,Lunch,2024,1,7,6,6565.0,3607.0,731.0,3634.3333333333335,39,2287.0
T6429,U077,2024-03-07,Expense,Travel,2287.0,Cash,Unknown,test,2024,3,7,3,7560.0,6565.0,3607.0,5910.666666666667,40,7215.0
